,,0
EXC,SIRI,0.2659833640601685
SIRI,EXC,0.2659833640601685
VRSK,PDD,0.2661903981511902
PDD,VRSK,0.2661903981511902
IDXX,AZN,0.2667354309146782
AZN,IDXX,0.2667354309146782
ANSS,KLAC,0.26716238274363
KLAC,ANSS,0.26716238274363
AZN,MRNA,0.2674580378070922
MRNA,AZN,0.2674580378070922
VRTX,PAYX,0.267546706817063
PAYX,VRTX,0.267546706817063
MNST,CRWD,0.2678941517174095
CRWD,MNST,0.2678941517174095
FTNT,VRTX,0.2682529885388037
VRTX,FTNT,0.2682529885388037
DXCM,JD,0.2694411812920714
JD,DXCM,0.2694411812920714
CSX,FAST,0.2696432232479729
FAST,CSX,0.2696432232479729
AZN,ENPH,0.2699251225182449
ENPH,AZN,0.2699251225182449
ABNB,ADP,0.2702553251575088
ADP,ABNB,0.2702553251575088
ROST,FAST,0.2705470341322973
FAST,ROST,0.2705470341322973
AMGN,CTSH,0.2707583749841158
CTSH,AMGN,0.2707583749841158
AMGN,MAR,0.2714874484590578
MAR,AMGN,0.2714874484590578
ZS,CSX,0.2716948547382893
CSX,ZS,0.2716948547382893
TTD,CSX,0.2720135211078534
CSX,TTD,0.2720135211078534
ASML,SBUX,0.27259984013423
SBUX,ASML,0.27259984013423
QCOM,ROST,0.2729501858698708
ROST,QCOM,0.2729501858698708
IDXX,AMD,0.2729588578146912
AMD,IDXX,0.2729588578146912
ON,MELI,0.2736365297210075
MELI,ON,0.2736365297210075
ADI,AMAT,0.2739538724761851
AMAT,ADI,0.2739538724761851
GEHC,TTD,0.2741967373858453
TTD,GEHC,0.2741967373858453
MDLZ,PANW,0.2747174326947316
PANW,MDLZ,0.2747174326947316
CTAS,MDLZ,0.2755279515742875
MDLZ,CTAS,0.2755279515742875
NXPI,PDD,0.2758049805807673
PDD,NXPI,0.2758049805807673
CSCO,ISRG,0.2758420475820031
ISRG,CSCO,0.2758420475820031
MCHP,INTC,0.2761937384157737
INTC,MCHP,0.2761937384157737
PAYX,CDNS,0.2763042508691309
CDNS,PAYX,0.2763042508691309
FTNT,NFLX,0.2773031175411787
NFLX,FTNT,0.2773031175411787
CSX,BIIB,0.2774892149771495
BIIB,CSX,0.2774892149771495
PAYX,CRWD,0.2775234521513565
CRWD,PAYX,0.2775234521513565
ANSS,ADSK,0.2776945826958501
ADSK,ANSS,0.2776945826958501
AZN,ANSS,0.2777436003467294
ANSS,AZN,0.2777436003467294
CSX,CPRT,0.278119188725163
CPRT,CSX,0.278119188725163
AVGO,MDLZ,0.2786806936037227
MDLZ,AVGO,0.2786806936037227
SGEN,CHTR,0.2788355880865926
CHTR,SGEN,0.2788355880865926
FTNT,EA,0.2791024129303278
EA,FTNT,0.2791024129303278
MELI,EA,0.2795600961427204
EA,MELI,0.2795600961427204
CSX,ON,0.2797101968630331
ON,CSX,0.2797101968630331
GOOGL,ROST,0.2798022712818315
ROST,GOOGL,0.2798022712818315
AMGN,PCAR,0.2803782567558049
PCAR,AMGN,0.2803782567558049
ORLY,FANG,0.2806137496723501
FANG,ORLY,0.2806137496723501
CMCSA,AMGN,0.280872035098125
AMGN,CMCSA,0.280872035098125
ISRG,ALGN,0.28144654893464
ALGN,ISRG,0.28144654893464
ROST,CDNS,0.2817513131068586
CDNS,ROST,0.2817513131068586
AMGN,LULU,0.2819821433702225
LULU,AMGN,0.2819821433702225
WBA,QCOM,0.282382724323497
QCOM,WBA,0.282382724323497
GFS,PEP,0.2826142743653719
PEP,GFS,0.2826142743653719
KLAC,AMGN,0.2837382608734172
AMGN,KLAC,0.2837382608734172
IDXX,TTD,0.2838279373376819
TTD,IDXX,0.2838279373376819
SNPS,ASML,0.2839833815547294
ASML,SNPS,0.2839833815547294
DLTR,CSX,0.2841888825891318
CSX,DLTR,0.2841888825891318
IDXX,BIIB,0.2842601792987024
BIIB,IDXX,0.2842601792987024
MELI,MCHP,0.2845361609679137
MCHP,MELI,0.2845361609679137
ROST,NVDA,0.2845756890674575
NVDA,ROST,0.2845756890674575
PEP,MRNA,0.2851033174739246
MRNA,PEP,0.2851033174739246
AEP,QCOM,0.2851523253258554
QCOM,AEP,0.2851523253258554
LULU,ON,0.2851937883678384
ON,LULU,0.2851937883678384
CSX,CTAS,0.2856315196330292
CTAS,CSX,0.2856315196330292
MSFT,CSX,0.2857073747027184
CSX,MSFT,0.2857073747027184
TSLA,ADP,0.286024072470036
ADP,TSLA,0.286024072470036
AMGN,CSCO,0.2862046049797032
CSCO,AMGN,0.2862046049797032
CSCO,CSGP,0.2862454507399766
CSGP,CSCO,0.2862454507399766
LULU,PDD,0.2863497924405931
PDD,LULU,0.2863497924405931
FTNT,CDNS,0.2868445203083165
CDNS,FTNT,0.2868445203083165
AMD,REGN,0.2869420259009882
REGN,AMD,0.2869420259009882
CTSH,ASML,0.287232831823174
ASML,CTSH,0.287232831823174
NFLX,IDXX,0.2872717829207694
IDXX,NFLX,0.2872717829207694
QCOM,PDD,0.2874974423051599
PDD,QCOM,0.2874974423051599
CHTR,CSGP,0.2877092008236119
CSGP,CHTR,0.2877092008236119
WDAY,ADI,0.2877549231911648
ADI,WDAY,0.2877549231911648
GOOGL,PDD,0.2877853706550608
PDD,GOOGL,0.2877853706550608
SIRI,CSX,0.2879083195847059
CSX,SIRI,0.2879083195847059
LRCX,FTNT,0.2880995005799138
FTNT,LRCX,0.2880995005799138
ASML,BIIB,0.2888374727210444
BIIB,ASML,0.2888374727210444
INTU,MNST,0.2890589662543402
MNST,INTU,0.2890589662543402
GOOG,ROST,0.2893998862999869
ROST,GOOG,0.2893998862999869
ALGN,TEAM,0.2895469089373848
TEAM,ALGN,0.2895469089373848
DDOG,ADI,0.2900255211924121
ADI,DDOG,0.2900255211924121
WBD,ANSS,0.2900466225269248
ANSS,WBD,0.2900466225269248
FANG,SGEN,0.2901103686979287
SGEN,FANG,0.2901103686979287
SBUX,GFS,0.2907199561406163
GFS,SBUX,0.2907199561406163
PEP,WBD,0.2910514128092646
WBD,PEP,0.2910514128092646
ABNB,MDLZ,0.2915351835968788
MDLZ,ABNB,0.2915351835968788
CPRT,PAYX,0.2918280874084312
PAYX,CPRT,0.2918280874084312
DDOG,PDD,0.2919912465886218
PDD,DDOG,0.2919912465886218
EBAY,ON,0.2921797140289336
ON,EBAY,0.2921797140289336
PYPL,TMUS,0.2921879176163195
TMUS,PYPL,0.2921879176163195
DXCM,ZM,0.2925328614969667
ZM,DXCM,0.2925328614969667
HON,QCOM,0.2927004344759339
QCOM,HON,0.2927004344759339
PAYX,EA,0.2928310000530272
EA,PAYX,0.2928310000530272
FTNT,WDAY,0.2931494889053602
WDAY,FTNT,0.2931494889053602
CSX,AMD,0.2935069645747079
AMD,CSX,0.2935069645747079
GILD,ZM,0.2936726212672822
ZM,GILD,0.2936726212672822
FANG,TSLA,0.2938057491658375
TSLA,FANG,0.2938057491658375
CMCSA,ALGN,0.2939682454965319
ALGN,CMCSA,0.2939682454965319
MDLZ,CDNS,0.2941786258475103
CDNS,MDLZ,0.2941786258475103
BIIB,GFS,0.2942050696186995
GFS,BIIB,0.2942050696186995
CSX,AVGO,0.2942097002753863
AVGO,CSX,0.2942097002753863
ADI,PYPL,0.2949433189653462
PYPL,ADI,0.2949433189653462
KLAC,REGN,0.2951001642323266
REGN,KLAC,0.2951001642323266
MU,MCHP,0.2951892940738898
MCHP,MU,0.2951892940738898
PAYX,LULU,0.2955765996419244
LULU,PAYX,0.2955765996419244
FTNT,WBD,0.295952945419472
WBD,FTNT,0.295952945419472
ADP,ADSK,0.2963299049518919
ADSK,ADP,0.2963299049518919
TEAM,ISRG,0.2972792952305995
ISRG,TEAM,0.2972792952305995
SIRI,ENPH,0.2975914199380173
ENPH,SIRI,0.2975914199380173
FAST,GEHC,0.2977103884955066
GEHC,FAST,0.2977103884955066
PEP,KDP,0.2977704776773639
KDP,PEP,0.2977704776773639
ADSK,ALGN,0.2981882573361287
ALGN,ADSK,0.2981882573361287
AMAT,FTNT,0.2982233870634549
FTNT,AMAT,0.2982233870634549
CSX,LRCX,0.2983167224282085
LRCX,CSX,0.2983167224282085
PAYX,ISRG,0.2983920162167628
ISRG,PAYX,0.2983920162167628
PDD,GOOG,0.2986491658343578
GOOG,PDD,0.2986491658343578
FANG,TTD,0.2988731132907516
TTD,FANG,0.2988731132907516
QCOM,DXCM,0.2991868583031645
DXCM,QCOM,0.2991868583031645
INTU,MCHP,0.2992822825206302
MCHP,INTU,0.2992822825206302
FTNT,CSGP,0.3002489328434969
CSGP,FTNT,0.3002489328434969
ROST,VRSK,0.3003889118656505
VRSK,ROST,0.3003889118656505
ON,CTAS,0.3004256786725293
CTAS,ON,0.3004256786725293
AMAT,MDLZ,0.300673180154477
MDLZ,AMAT,0.300673180154477
SGEN,ADI,0.3007519547121697
ADI,SGEN,0.3007519547121697
ROST,TMUS,0.3012576661377739
TMUS,ROST,0.3012576661377739
GEHC,EBAY,0.3019598859826283
EBAY,GEHC,0.3019598859826283
PAYX,PANW,0.3021635040026312
PANW,PAYX,0.3021635040026312
AMGN,CRWD,0.3041154115422531
CRWD,AMGN,0.3041154115422531
ABNB,FANG,0.3055836688094756
FANG,ABNB,0.3055836688094756
MNST,INTC,0.3056110737994466
INTC,MNST,0.3056110737994466
TTD,ADP,0.3068156350080764
ADP,TTD,0.3068156350080764
EBAY,GILD,0.3069088771414131
GILD,EBAY,0.3069088771414131
ADI,FAST,0.3078888682890173
FAST,ADI,0.3078888682890173
PAYX,FAST,0.308104824005748
FAST,PAYX,0.308104824005748
MELI,PDD,0.3091440075643851
PDD,MELI,0.3091440075643851
IDXX,CTSH,0.3095751726430927
CTSH,IDXX,0.3095751726430927
DDOG,IDXX,0.3096585398286331
IDXX,DDOG,0.3096585398286331
CTAS,ANSS,0.3096631642507316
ANSS,CTAS,0.3096631642507316
CSX,TSLA,0.3107308711760215
TSLA,CSX,0.3107308711760215
MDLZ,MU,0.3109241237682749
MU,MDLZ,0.3109241237682749
CMCSA,MDLZ,0.3114862976086216
MDLZ,CMCSA,0.3114862976086216
PDD,LRCX,0.3116120514448777
LRCX,PDD,0.3116120514448777
ANSS,EA,0.3119738974403838
EA,ANSS,0.3119738974403838
EBAY,FTNT,0.3125971829710756
FTNT,EBAY,0.3125971829710756
BKNG,MDLZ,0.3127486023841357
MDLZ,BKNG,0.3127486023841357
ISRG,ODFL,0.3131228986117697
ODFL,ISRG,0.3131228986117697
EA,TSLA,0.3131850943059309
TSLA,EA,0.3131850943059309
KDP,EBAY,0.3138484271678159
EBAY,KDP,0.3138484271678159
META,ASML,0.314006984504851
ASML,META,0.314006984504851
PAYX,MU,0.3146654701803955
MU,PAYX,0.3146654701803955
BKR,ISRG,0.3151130126456772
ISRG,BKR,0.3151130126456772
COST,MNST,0.315168236303105
MNST,COST,0.315168236303105
ISRG,AZN,0.315452780919469
AZN,ISRG,0.315452780919469
PANW,PDD,0.3157129888721391
PDD,PANW,0.3157129888721391
BKR,MCHP,0.3158323626888268
MCHP,BKR,0.3158323626888268
ORLY,REGN,0.3161201604487049
REGN,ORLY,0.3161201604487049
ADP,NVDA,0.3164698982172444
NVDA,ADP,0.3164698982172444
ADP,INTC,0.3169912605377907
INTC,ADP,0.3169912605377907
ANSS,INTC,0.3172378022571886
INTC,ANSS,0.3172378022571886
ADI,ADSK,0.3172937572512171
ADSK,ADI,0.3172937572512171
ASML,PANW,0.3177213176771179
PANW,ASML,0.3177213176771179
KDP,DXCM,0.3180835968087003
DXCM,KDP,0.3180835968087003
ALGN,PYPL,0.318774869276052
PYPL,ALGN,0.318774869276052
AAPL,REGN,0.3192522961078382
REGN,AAPL,0.3192522961078382
ZS,AMGN,0.320517568591812
AMGN,ZS,0.320517568591812
AZN,SBUX,0.3215840443763398
SBUX,AZN,0.3215840443763398
DDOG,ADP,0.321623512840845
ADP,DDOG,0.321623512840845
NXPI,ROST,0.3217625657022216
ROST,NXPI,0.3217625657022216
ORLY,CHTR,0.3217764043295876
CHTR,ORLY,0.3217764043295876
MCHP,CMCSA,0.3218553138468987
CMCSA,MCHP,0.3218553138468987
CSX,ADI,0.3219932402087046
ADI,CSX,0.3219932402087046
FANG,MSFT,0.3225758216578803
MSFT,FANG,0.3225758216578803
AZN,ADI,0.3227403733075609
ADI,AZN,0.3227403733075609
TMUS,KHC,0.3229883333737365
KHC,TMUS,0.3229883333737365
TSLA,IDXX,0.3230299784401921
IDXX,TSLA,0.3230299784401921
PDD,BKNG,0.323415317861933
BKNG,PDD,0.323415317861933
ANSS,ODFL,0.323801883546418
ODFL,ANSS,0.323801883546418
CSCO,ALGN,0.3240458219097867
ALGN,CSCO,0.3240458219097867
TMUS,EXC,0.3245238311412303
EXC,TMUS,0.3245238311412303
ORLY,ASML,0.3245612317362026
ASML,ORLY,0.3245612317362026
WDAY,MDLZ,0.3249078745856068
MDLZ,WDAY,0.3249078745856068
SGEN,EA,0.3250405997151259
EA,SGEN,0.3250405997151259
BKNG,ROST,0.3251710512480174
ROST,BKNG,0.3251710512480174
REGN,PDD,0.3252107026743346
PDD,REGN,0.3252107026743346
PDD,NFLX,0.3256967938715709
NFLX,PDD,0.3256967938715709
MELI,CSCO,0.3260377228335263
CSCO,MELI,0.3260377228335263
MRNA,SIRI,0.3264444555678698
SIRI,MRNA,0.3264444555678698
TXN,ANSS,0.3270370755710556
ANSS,TXN,0.3270370755710556
ADI,MELI,0.3277866157912111
MELI,ADI,0.3277866157912111
MDLZ,GOOG,0.3278092226629163
GOOG,MDLZ,0.3278092226629163
MNST,ADBE,0.3287133746129843
ADBE,MNST,0.3287133746129843
PDD,AMAT,0.3289070551246871
AMAT,PDD,0.3289070551246871
CHTR,AAPL,0.3297034111271749
AAPL,CHTR,0.3297034111271749
CSGP,HON,0.3298687557440401
HON,CSGP,0.3298687557440401
CSX,PAYX,0.3300966496910848
PAYX,CSX,0.3300966496910848
NXPI,FANG,0.3301541584126388
FANG,NXPI,0.3301541584126388
SNPS,MCHP,0.3302539582455154
MCHP,SNPS,0.3302539582455154
NVDA,FTNT,0.3304426796015761
FTNT,NVDA,0.3304426796015761
AMZN,ADP,0.3308852811894737
ADP,AMZN,0.3308852811894737
DLTR,MDLZ,0.3310237161806411
MDLZ,DLTR,0.3310237161806411
NXPI,EA,0.3311428994456099
EA,NXPI,0.3311428994456099
EXC,GFS,0.3313467396521569
GFS,EXC,0.3313467396521569
ASML,MELI,0.3316929302338488
MELI,ASML,0.3316929302338488
IDXX,PAYX,0.3317112742491044
PAYX,IDXX,0.3317112742491044
MELI,ISRG,0.3318193127860129
ISRG,MELI,0.3318193127860129
EA,CMCSA,0.3321910073995087
CMCSA,EA,0.3321910073995087
PCAR,MNST,0.3322520217010232
MNST,PCAR,0.3322520217010232
REGN,ZS,0.3322612238878636
ZS,REGN,0.3322612238878636
EBAY,PEP,0.3323984438286952
PEP,EBAY,0.3323984438286952
QCOM,SIRI,0.3326588487910962
SIRI,QCOM,0.3326588487910962
GEHC,ON,0.3327324765278274
ON,GEHC,0.3327324765278274
EA,BKNG,0.3327606276182561
BKNG,EA,0.3327606276182561
CSGP,MDLZ,0.3328484688913187
MDLZ,CSGP,0.3328484688913187
ON,ADP,0.3337975899224464
ADP,ON,0.3337975899224464
ADBE,ANSS,0.3339014721989899
ANSS,ADBE,0.3339014721989899
WBD,GILD,0.3358237358815566
GILD,WBD,0.3358237358815566
GOOGL,MDLZ,0.3359467201392235
MDLZ,GOOGL,0.3359467201392235
CTSH,MNST,0.3359664028506293
MNST,CTSH,0.3359664028506293
MNST,MCHP,0.3361051066448559
MCHP,MNST,0.3361051066448559
CSX,KLAC,0.3361599694351257
KLAC,CSX,0.3361599694351257
META,PAYX,0.3364706624916918
PAYX,META,0.3364706624916918
BKR,SGEN,0.3370462058312504
SGEN,BKR,0.3370462058312504
ZS,ON,0.33755710224083
ON,ZS,0.33755710224083
PDD,AMZN,0.3378729155021924
AMZN,PDD,0.3378729155021924
PEP,ENPH,0.3378814577523523
ENPH,PEP,0.3378814577523523
FTNT,FAST,0.3380577954838251
FAST,FTNT,0.3380577954838251
ISRG,GEHC,0.338193341354442
GEHC,ISRG,0.338193341354442
ALGN,AAPL,0.3387453391831321
AAPL,ALGN,0.3387453391831321
MRVL,ADP,0.3388271396985238
ADP,MRVL,0.3388271396985238
FANG,ADSK,0.3392865489120863
ADSK,FANG,0.3392865489120863
MRNA,DXCM,0.3393058973530841
DXCM,MRNA,0.3393058973530841
ASML,GFS,0.339480120670454
GFS,ASML,0.339480120670454
NVDA,ASML,0.3399600956724458
ASML,NVDA,0.3399600956724458
CTAS,AMGN,0.3408845449120139
AMGN,CTAS,0.3408845449120139
PDD,TMUS,0.3409067790250198
TMUS,PDD,0.3409067790250198
CSGP,IDXX,0.3409136853466863
IDXX,CSGP,0.3409136853466863
ORLY,CSX,0.3410026306062582
CSX,ORLY,0.3410026306062582
ANSS,CMCSA,0.3415521183888484
CMCSA,ANSS,0.3415521183888484
DDOG,FTNT,0.3416541238093052
FTNT,DDOG,0.3416541238093052
ILMN,FTNT,0.3418906831594166
FTNT,ILMN,0.3418906831594166
ADBE,MCHP,0.3425771527994529
MCHP,ADBE,0.3425771527994529
COST,ANSS,0.3429199924581088
ANSS,COST,0.3429199924581088
KDP,QCOM,0.3429485260002191
QCOM,KDP,0.3429485260002191
AMAT,ADP,0.3430372390703342
ADP,AMAT,0.3430372390703342
ALGN,MRVL,0.3435424398932747
MRVL,ALGN,0.3435424398932747
FTNT,META,0.3442750154961386
META,FTNT,0.3442750154961386
REGN,TSLA,0.3454757899931037
TSLA,REGN,0.3454757899931037
FAST,MDLZ,0.3456847529127878
MDLZ,FAST,0.3456847529127878
NFLX,MDLZ,0.3459354525656125
MDLZ,NFLX,0.3459354525656125
FTNT,DLTR,0.3462283285686098
DLTR,FTNT,0.3462283285686098
GEHC,MELI,0.3465353381834268
MELI,GEHC,0.3465353381834268
CRWD,CSGP,0.3471511044281923
CSGP,CRWD,0.3471511044281923
CDNS,PDD,0.3471693168217671
PDD,CDNS,0.3471693168217671
PDD,WDAY,0.3490030911381943
WDAY,PDD,0.3490030911381943
ADP,CTAS,0.3492857573222093
CTAS,ADP,0.3492857573222093
AVGO,ADP,0.3494685644693748
ADP,AVGO,0.3494685644693748
AVGO,ASML,0.349919267193517
ASML,AVGO,0.349919267193517
ROST,AMAT,0.3503072653600629
AMAT,ROST,0.3503072653600629
MRVL,ADI,0.3503905811991951
ADI,MRVL,0.3503905811991951
CDNS,ASML,0.3508044173097193
ASML,CDNS,0.3508044173097193
AMGN,TMUS,0.3509130546843903
TMUS,AMGN,0.3509130546843903
DLTR,ZM,0.3509419026932273
ZM,DLTR,0.3509419026932273
NVDA,MDLZ,0.3516564892103477
MDLZ,NVDA,0.3516564892103477
ANSS,CRWD,0.3517425063329989
CRWD,ANSS,0.3517425063329989
ANSS,INTU,0.3520995356190597
INTU,ANSS,0.3520995356190597
CSGP,SIRI,0.3523599748118168
SIRI,CSGP,0.3523599748118168
ZS,MCHP,0.3530941148105951
MCHP,ZS,0.3530941148105951
WDAY,ASML,0.3536798023676717
ASML,WDAY,0.3536798023676717
CPRT,FTNT,0.3538639084791586
FTNT,CPRT,0.3538639084791586
PYPL,PEP,0.3547948791268513
PEP,PYPL,0.3547948791268513
PEP,CSX,0.3554301347277102
CSX,PEP,0.3554301347277102
AMGN,COST,0.3567720732006734
COST,AMGN,0.3567720732006734
ABNB,REGN,0.3568255443179794
REGN,ABNB,0.3568255443179794
XEL,GFS,0.3570369492712829
GFS,XEL,0.3570369492712829
MNST,SNPS,0.3573765620602612
SNPS,MNST,0.3573765620602612
ADP,LRCX,0.357450045234447
LRCX,ADP,0.357450045234447
KHC,ZM,0.3575685293899447
ZM,KHC,0.3575685293899447
JD,QCOM,0.3577969113255839
QCOM,JD,0.3577969113255839
TTD,ASML,0.3578230926513115
ASML,TTD,0.3578230926513115
CSX,AAPL,0.3580880325937801
AAPL,CSX,0.3580880325937801
HON,ZM,0.3585965914579758
ZM,HON,0.3585965914579758
CEG,ISRG,0.3586560210273242
ISRG,CEG,0.3586560210273242
CTSH,SGEN,0.3589090329943858
SGEN,CTSH,0.3589090329943858
AVGO,REGN,0.3590760088414346
REGN,AVGO,0.3590760088414346
FTNT,ORLY,0.3596825864945481
ORLY,FTNT,0.3596825864945481
MAR,EA,0.3597433009399914
EA,MAR,0.3597433009399914
ADP,GOOG,0.3598447414614982
GOOG,ADP,0.3598447414614982
WBD,EXC,0.3600340824078858
EXC,WBD,0.3600340824078858
MRVL,MDLZ,0.3602234004055792
MDLZ,MRVL,0.3602234004055792
AMZN,ASML,0.3602391868247213
ASML,AMZN,0.3602391868247213
GOOGL,ADP,0.3606615760379232
ADP,GOOGL,0.3606615760379232
TMUS,KDP,0.360881089718086
KDP,TMUS,0.360881089718086
AVGO,PDD,0.3609224716332038
PDD,AVGO,0.3609224716332038
MDLZ,AMZN,0.3612633423770502
AMZN,MDLZ,0.3612633423770502
GFS,KHC,0.3622042809135551
KHC,GFS,0.3622042809135551
ROST,TEAM,0.36234718473139
TEAM,ROST,0.36234718473139
MDLZ,MELI,0.3625920207786387
MELI,MDLZ,0.3625920207786387
MDLZ,ON,0.3628978599460076
ON,MDLZ,0.3628978599460076
GEHC,ABNB,0.363011323804817
ABNB,GEHC,0.363011323804817
REGN,TTD,0.3633393615319354
TTD,REGN,0.3633393615319354
WBD,JD,0.3635669105137737
JD,WBD,0.3635669105137737
CSGP,TEAM,0.3642342607121175
TEAM,CSGP,0.3642342607121175
TMUS,AEP,0.3642541656138811
AEP,TMUS,0.3642541656138811
FANG,NFLX,0.3643594270072677
NFLX,FANG,0.3643594270072677
SBUX,GEHC,0.3648029904956635
GEHC,SBUX,0.3648029904956635
WBD,ENPH,0.3650098892205594
ENPH,WBD,0.3650098892205594
BKNG,CSGP,0.3650834032604279
CSGP,BKNG,0.3650834032604279
MSFT,FTNT,0.3655777782008701
FTNT,MSFT,0.3655777782008701
LULU,ROST,0.3656332137838741
ROST,LULU,0.3656332137838741
ALGN,BIIB,0.3657096117696586
BIIB,ALGN,0.3657096117696586
EBAY,XEL,0.3658698888635547
XEL,EBAY,0.3658698888635547
AMZN,MCHP,0.3664827565228559
MCHP,AMZN,0.3664827565228559
MCHP,MSFT,0.366502112638607
MSFT,MCHP,0.366502112638607
TTD,ADI,0.3666162334052638
ADI,TTD,0.3666162334052638
AZN,AEP,0.3666548211453347
AEP,AZN,0.3666548211453347
ANSS,CSCO,0.3674304090479536
CSCO,ANSS,0.3674304090479536
ADI,ISRG,0.3678469083920087
ISRG,ADI,0.3678469083920087
ROST,LRCX,0.3679865178026865
LRCX,ROST,0.3679865178026865
MRVL,IDXX,0.3680438626190883
IDXX,MRVL,0.3680438626190883
ADSK,VRSK,0.3680606042822474
VRSK,ADSK,0.3680606042822474
MELI,CHTR,0.3693325610846164
CHTR,MELI,0.3693325610846164
ASML,ABNB,0.3694195593417424
ABNB,ASML,0.3694195593417424
SNPS,PAYX,0.3700097912177199
PAYX,SNPS,0.3700097912177199
BKNG,MCHP,0.370038948268778
MCHP,BKNG,0.370038948268778
MDLZ,ALGN,0.3700927417045622
ALGN,MDLZ,0.3700927417045622
BKNG,ADP,0.3705926234093489
ADP,BKNG,0.3705926234093489
AZN,ALGN,0.3706838580896057
ALGN,AZN,0.3706838580896057
ADBE,AMGN,0.3707773867195461
AMGN,ADBE,0.3707773867195461
ADSK,MSFT,0.3710110526326386
MSFT,ADSK,0.3710110526326386
WBD,ASML,0.3710939326490268
ASML,WBD,0.3710939326490268
GILD,TXN,0.3713565358052845
TXN,GILD,0.3713565358052845
IDXX,AAPL,0.3719870779261825
AAPL,IDXX,0.3719870779261825
CHTR,MSFT,0.3720211068713267
MSFT,CHTR,0.3720211068713267
MU,ON,0.3727254314590207
ON,MU,0.3727254314590207
MCHP,KLAC,0.3735569909893319
KLAC,MCHP,0.3735569909893319
MSFT,REGN,0.3738591594498232
REGN,MSFT,0.3738591594498232
ZM,AEP,0.3739228120643081
AEP,ZM,0.3739228120643081
ODFL,CSGP,0.3739743776211194
CSGP,ODFL,0.3739743776211194
PANW,FTNT,0.3739912280415067
FTNT,PANW,0.3739912280415067
ADP,ZS,0.3741669219187644
ZS,ADP,0.3741669219187644
ADI,EBAY,0.3747882303546369
EBAY,ADI,0.3747882303546369
MDLZ,BIIB,0.375179532626987
BIIB,MDLZ,0.375179532626987
EA,MNST,0.3755866763275262
MNST,EA,0.3755866763275262
WDAY,ADP,0.3759007527186297
ADP,WDAY,0.3759007527186297
CRWD,ADSK,0.3759421231765726
ADSK,CRWD,0.3759421231765726
BKR,MELI,0.3761269233223087
MELI,BKR,0.3761269233223087
KLAC,ASML,0.376164030899403
ASML,KLAC,0.376164030899403
QCOM,ADI,0.3762009732690909
ADI,QCOM,0.3762009732690909
FANG,MELI,0.3764659166717684
MELI,FANG,0.3764659166717684
ANSS,MAR,0.3765362377546078
MAR,ANSS,0.3765362377546078
DLTR,ASML,0.3775504376446744
ASML,DLTR,0.3775504376446744
DLTR,ALGN,0.3779061074847881
ALGN,DLTR,0.3779061074847881
FANG,CPRT,0.3782352659674006
CPRT,FANG,0.3782352659674006
MCHP,COST,0.3789797948163508
COST,MCHP,0.3789797948163508
CSX,EBAY,0.3794880864929802
EBAY,CSX,0.3794880864929802
TXN,AZN,0.3801738958755665
AZN,TXN,0.3801738958755665
DXCM,ISRG,0.3805234848696925
ISRG,DXCM,0.3805234848696925
VRSK,MDLZ,0.3805982319743304
MDLZ,VRSK,0.3805982319743304
GILD,SIRI,0.3810629515959882
SIRI,GILD,0.3810629515959882
LRCX,MDLZ,0.3824735576369828
MDLZ,LRCX,0.3824735576369828
EXC,AZN,0.3825007601769934
AZN,EXC,0.3825007601769934
WDAY,ROST,0.3826776062557593
ROST,WDAY,0.3826776062557593
MDLZ,SGEN,0.383251446109458
SGEN,MDLZ,0.383251446109458
IDXX,ISRG,0.3832749050911767
ISRG,IDXX,0.3832749050911767
CHTR,ON,0.3834205946252721
ON,CHTR,0.3834205946252721
MU,ROST,0.3835042999599047
ROST,MU,0.3835042999599047
CMCSA,ROST,0.383790712498001
ROST,CMCSA,0.383790712498001
SNPS,ON,0.383857156993696
ON,SNPS,0.383857156993696
ASML,PEP,0.3841164836275758
PEP,ASML,0.3841164836275758
PDD,SIRI,0.384175591508802
SIRI,PDD,0.384175591508802
MU,ASML,0.3845659045663945
ASML,MU,0.3845659045663945
SGEN,FTNT,0.385220280831926
FTNT,SGEN,0.385220280831926
TTD,PAYX,0.3862559862680025
PAYX,TTD,0.3862559862680025
XEL,WBD,0.3862989002192725
WBD,XEL,0.3862989002192725
ADSK,CTAS,0.386520380000982
CTAS,ADSK,0.386520380000982
META,MDLZ,0.3867909121916603
MDLZ,META,0.3867909121916603
MDLZ,EA,0.3868113928839513
EA,MDLZ,0.3868113928839513
MCHP,CPRT,0.3869684513143985
CPRT,MCHP,0.3869684513143985
ODFL,AMGN,0.3874470431163843
AMGN,ODFL,0.3874470431163843
CSX,MDLZ,0.3875592715440618
MDLZ,CSX,0.3875592715440618
PAYX,GOOG,0.3878100576452028
GOOG,PAYX,0.3878100576452028
LULU,ANSS,0.388061493507538
ANSS,LULU,0.388061493507538
ILMN,ADI,0.3887847109937231
ADI,ILMN,0.3887847109937231
GOOGL,PAYX,0.3890920236633145
PAYX,GOOGL,0.3890920236633145
CSGP,ROST,0.3892157749760985
ROST,CSGP,0.3892157749760985
EBAY,ADSK,0.3894778239344766
ADSK,EBAY,0.3894778239344766
LRCX,REGN,0.3896736030277433
REGN,LRCX,0.3896736030277433
MDLZ,DDOG,0.3901861349805881
DDOG,MDLZ,0.3901861349805881
PEP,SBUX,0.3903813414824891
SBUX,PEP,0.3903813414824891
